       876.32444      0.22928049
       876.29392      0.19533885
       876.26341      0.23260087
       876.23289      0.23254666
       876.20238      0.23061700
       876.17186      0.21049098
       876.14134      0.25335035
       876.11083      0.23499789
       876.08031      0.23525374
       876.04980      0.23457113
       876.01928      0.23973593
       875.98877      0.22173514
       875.95825      0.24946446
       875.92774      0.24654563
       875.89722      0.23381377
       875.86670      0.24578501
       875.83619      0.24765696
       875.80567      0.24256502
       875.77516      0.24472608
       875.74464      0.24264724
       875.71413      0.23753499
       875.68361      0.23403844
       875.65309      0.22630182
       875.62258      0.23649791
       875.59206      0.23718535
       875.56155      0.24152287
       875.53103      0.23954657
       875.50052      0.23774824
       875.47000      0.23178258
       875.43949      0.23633230
       875.40897      0.22322067
       875.37845      0.25525555
       875.34794      0.25650360
       875.31742      0.24733459
       875.28691      0.24453558
       875.25639      0.23698849
       875.22588      0.23193531
       875.19536      0.23480849
       875.16484      0.23837810
       875.13433      0.24158250
       875.10381      0.23591686
       875.07330      0.23574569
       875.04278      0.23144875
       875.01227      0.23392788
       874.98175      0.23889435
       874.95124      0.24045290
       874.92072      0.23647899
       874.89020      0.23356221
       874.85969      0.23455035
       874.82917      0.22932155
       874.79866      0.23416563
       874.76814      0.23450693
       874.73763      0.23730714
       874.70711      0.23495634
       874.67659      0.23406073
       874.64608      0.23525323
       874.61556      0.23746528
       874.58505      0.24988537
       874.55453      0.25284135
       874.52402      0.25152461
       874.49350      0.24382807
       874.46298      0.23482280
       874.43247      0.22926029
       874.40195      0.22764002
       874.37144      0.23137557
       874.34092      0.23380541
       874.31041      0.23133640
       874.27989      0.23344904
       874.24938      0.23382038
       874.21886      0.23411630
       874.18834      0.23435604
       874.15783      0.23366156
       874.12731      0.23452575
       874.09680      0.23475439
       874.06628      0.23808965
       874.03577      0.23684282
       874.00525      0.23696941
       873.97473      0.23960605
       873.94422      0.23626784
       873.91370      0.23349190
       873.88319      0.23315316
       873.85267      0.23280469
       873.82216      0.23257584
       873.79164      0.23226815
       873.76113      0.23029082
       873.73061      0.23381766
       873.70009      0.23093102
       873.66958      0.22885181
       873.63906      0.22715212
       873.60855      0.23316436
       873.57803      0.21332855
       873.54752      0.19214799
       873.51700      0.21967571
       873.48648      0.21871397
       873.45597      0.23768192
       873.42545      0.23354052
       873.39494      0.23667178
       873.36442      0.23446726
       873.33391      0.23200427
       873.30339      0.23360443
       873.27287      0.23567085
       873.24236      0.22729376
       873.21184      0.22856333
       873.18133      0.22407129
       873.15081      0.23078868
       873.12030      0.22757628
       873.08978      0.24648891
       873.05927      0.23807941
       873.02875      0.23615006
       872.99823      0.23948902
       872.96772      0.23790344
       872.93720      0.23926184
       872.90669      0.23785502
       872.87617      0.23449494
       872.84566      0.23232543
       872.81514      0.22990600
       872.78462      0.23524513
       872.75411      0.23578161
       872.72359      0.23506503
       872.69308      0.23564724
       872.66256      0.23509870
       872.63205      0.23973529
       872.60153      0.23929958
       872.57102      0.23664569
       872.54050      0.23790091
       872.50998      0.23847506
